,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Data Science,Troubleshooting skills,Graphics Designing,Role
1939,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1940,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1941,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1942,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1943,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1944,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1945,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1946,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1947,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1948,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1949,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1950,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1951,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1952,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1953,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1954,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1955,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1956,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1957,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1958,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1959,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1960,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1961,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1962,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
1963,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
1964,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
1965,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
1966,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
1967,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
1968,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
1969,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
1970,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
1971,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
1972,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
1973,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
1974,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1975,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1976,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1977,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1978,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1979,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
1980,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
1981,4,4,4,6,4,4,4,4,4,4,4,4,5,4,4,5
1982,4,4,4,6,4,4,4,4,4,4,4,4,1,4,4,5
1983,4,4,4,6,4,4,4,4,4,4,4,4,0,4,4,5
1984,4,4,4,6,4,4,4,4,4,4,4,4,3,4,4,5
1985,4,4,4,6,4,4,4,4,4,4,4,4,2,4,4,5
1986,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5
1987,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
1988,5,5,5,6,5,5,5,5,5,5,5,5,1,5,5,5
1989,5,5,5,6,5,5,5,5,5,5,5,5,0,5,5,5
1990,5,5,5,6,5,5,5,5,5,5,5,5,3,5,5,5
1991,5,5,5,6,5,5,5,5,5,5,5,5,2,5,5,5
1992,1,1,1,6,1,1,1,1,1,1,1,1,4,1,1,5
1993,1,1,1,6,1,1,1,1,1,1,1,1,5,1,1,5
1994,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
1995,1,1,1,6,1,1,1,1,1,1,1,1,0,1,1,5
1996,1,1,1,6,1,1,1,1,1,1,1,1,3,1,1,5
1997,1,1,1,6,1,1,1,1,1,1,1,1,2,1,1,5
1998,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,5
1999,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,5
2000,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,5
2001,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2002,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5
2003,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,5
2004,3,3,3,6,3,3,3,3,3,3,3,3,4,3,3,5
2005,3,3,3,6,3,3,3,3,3,3,3,3,5,3,3,5
2006,3,3,3,6,3,3,3,3,3,3,3,3,1,3,3,5
2007,3,3,3,6,3,3,3,3,3,3,3,3,0,3,3,5
2008,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2009,3,3,3,6,3,3,3,3,3,3,3,3,2,3,3,5
2010,2,2,2,6,2,2,2,2,2,2,2,2,4,2,2,5
2011,2,2,2,6,2,2,2,2,2,2,2,2,5,2,2,5
2012,2,2,2,6,2,2,2,2,2,2,2,2,1,2,2,5
2013,2,2,2,6,2,2,2,2,2,2,2,2,0,2,2,5
2014,2,2,2,6,2,2,2,2,2,2,2,2,3,2,2,5
2015,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2016,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2017,4,4,4,6,4,4,4,4,4,4,4,4,4,5,5,5
2018,4,4,4,6,4,4,4,4,4,4,4,4,4,1,1,5
2019,4,4,4,6,4,4,4,4,4,4,4,4,4,0,0,5
2020,4,4,4,6,4,4,4,4,4,4,4,4,4,3,3,5
2021,4,4,4,6,4,4,4,4,4,4,4,4,4,2,2,5
2022,5,5,5,6,5,5,5,5,5,5,5,5,5,4,4,5
2023,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2024,5,5,5,6,5,5,5,5,5,5,5,5,5,1,1,5
2025,5,5,5,6,5,5,5,5,5,5,5,5,5,0,0,5
2026,5,5,5,6,5,5,5,5,5,5,5,5,5,3,3,5
2027,5,5,5,6,5,5,5,5,5,5,5,5,5,2,2,5
2028,1,1,1,6,1,1,1,1,1,1,1,1,1,4,4,5
2029,1,1,1,6,1,1,1,1,1,1,1,1,1,5,5,5
2030,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2031,1,1,1,6,1,1,1,1,1,1,1,1,1,0,0,5
2032,1,1,1,6,1,1,1,1,1,1,1,1,1,3,3,5
2033,1,1,1,6,1,1,1,1,1,1,1,1,1,2,2,5
2034,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,5
2035,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,5
2036,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,5
2037,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2038,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,5
2039,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,5
2040,3,3,3,6,3,3,3,3,3,3,3,3,3,4,4,5
2041,3,3,3,6,3,3,3,3,3,3,3,3,3,5,5,5
2042,3,3,3,6,3,3,3,3,3,3,3,3,3,1,1,5
2043,3,3,3,6,3,3,3,3,3,3,3,3,3,0,0,5
2044,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2045,3,3,3,6,3,3,3,3,3,3,3,3,3,2,2,5
2046,2,2,2,6,2,2,2,2,2,2,2,2,2,4,4,5
2047,2,2,2,6,2,2,2,2,2,2,2,2,2,5,5,5
2048,2,2,2,6,2,2,2,2,2,2,2,2,2,1,1,5
2049,2,2,2,6,2,2,2,2,2,2,2,2,2,0,0,5
2050,2,2,2,6,2,2,2,2,2,2,2,2,2,3,3,5
2051,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2052,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2053,5,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2054,1,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2055,0,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2056,3,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2057,2,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2058,4,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2059,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2060,1,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2061,0,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2062,3,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2063,2,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2064,4,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2065,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2066,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2067,0,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2068,3,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2069,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2070,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2071,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2072,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2073,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2074,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2075,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2076,4,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2077,5,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2078,1,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2079,0,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2080,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2081,2,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2082,4,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2083,5,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2084,1,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2085,0,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2086,3,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2087,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2088,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2089,4,5,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2090,4,1,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2091,4,0,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2092,4,3,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2093,4,2,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2094,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2095,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2096,5,1,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2097,5,0,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2098,5,3,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2099,5,2,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2100,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2101,1,5,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2102,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2103,1,0,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2104,1,3,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2105,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2106,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2107,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2108,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2109,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2110,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2111,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2112,3,4,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2113,3,5,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2114,3,1,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2115,3,0,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2116,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2117,3,2,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2118,2,4,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2119,2,5,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2120,2,1,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2121,2,0,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2122,2,3,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2123,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2124,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5
2125,4,4,5,6,4,4,4,4,4,4,4,4,4,4,4,5
2126,4,4,1,6,4,4,4,4,4,4,4,4,4,4,4,5
2127,4,4,0,6,4,4,4,4,4,4,4,4,4,4,4,5
2128,4,4,3,6,4,4,4,4,4,4,4,4,4,4,4,5
2129,4,4,2,6,4,4,4,4,4,4,4,4,4,4,4,5
2130,5,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5
2131,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5
2132,5,5,1,6,5,5,5,5,5,5,5,5,5,5,5,5
2133,5,5,0,6,5,5,5,5,5,5,5,5,5,5,5,5
2134,5,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5
2135,5,5,2,6,5,5,5,5,5,5,5,5,5,5,5,5
2136,1,1,4,6,1,1,1,1,1,1,1,1,1,1,1,5
2137,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,5
2138,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,5
2139,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,5
2140,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,5
2141,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,5
2142,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5
2143,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,5
2144,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,5
2145,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5
2146,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5
2147,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,5
2148,3,3,4,6,3,3,3,3,3,3,3,3,3,3,3,5
2149,3,3,5,6,3,3,3,3,3,3,3,3,3,3,3,5
2150,3,3,1,6,3,3,3,3,3,3,3,3,3,3,3,5
2151,3,3,0,6,3,3,3,3,3,3,3,3,3,3,3,5
2152,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,5
2153,3,3,2,6,3,3,3,3,3,3,3,3,3,3,3,5
2154,2,2,4,6,2,2,2,2,2,2,2,2,2,2,2,5
2155,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,5
2156,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,5
2157,2,2,0,6,2,2,2,2,2,2,2,2,2,2,2,5
2158,2,2,3,6,2,2,2,2,2,2,2,2,2,2,2,5
2159,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,5
2160,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,11
2161,4,4,4,4,6,5,4,4,4,4,4,4,4,4,4,11
2162,4,4,4,4,6,1,4,4,4,4,4,4,4,4,4,11
2163,4,4,4,4,6,0,4,4,4,4,4,4,4,4,4,11
2164,4,4,4,4,6,3,4,4,4,4,4,4,4,4,4,11
2165,4,4,4,4,6,2,4,4,4,4,4,4,4,4,4,11
2166,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,11
2167,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,11
2168,5,5,5,5,6,1,5,5,5,5,5,5,5,5,5,11
2169,5,5,5,5,6,0,5,5,5,5,5,5,5,5,5,11
2170,5,5,5,5,6,3,5,5,5,5,5,5,5,5,5,11
2171,5,5,5,5,6,2,5,5,5,5,5,5,5,5,5,11
2172,1,1,1,1,6,4,1,1,1,1,1,1,1,1,1,11
2173,1,1,1,1,6,5,1,1,1,1,1,1,1,1,1,11
2174,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,11
2175,1,1,1,1,6,0,1,1,1,1,1,1,1,1,1,11
2176,1,1,1,1,6,3,1,1,1,1,1,1,1,1,1,11
2177,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,11
2178,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,11
2179,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,11
2180,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,11
2181,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
2182,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,11
2183,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,11
2184,3,3,3,3,6,4,3,3,3,3,3,3,3,3,3,11
2185,3,3,3,3,6,5,3,3,3,3,3,3,3,3,3,11
2186,3,3,3,3,6,1,3,3,3,3,3,3,3,3,3,11
2187,3,3,3,3,6,0,3,3,3,3,3,3,3,3,3,11
2188,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,11
2189,3,3,3,3,6,2,3,3,3,3,3,3,3,3,3,11
2190,2,2,2,2,6,4,2,2,2,2,2,2,2,2,2,11
2191,2,2,2,2,6,5,2,2,2,2,2,2,2,2,2,11
2192,2,2,2,2,6,1,2,2,2,2,2,2,2,2,2,11
2193,2,2,2,2,6,0,2,2,2,2,2,2,2,2,2,11
2194,2,2,2,2,6,3,2,2,2,2,2,2,2,2,2,11
2195,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,11
2196,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,11
2197,4,4,4,4,6,4,5,4,4,4,4,4,4,4,4,11
2198,4,4,4,4,6,4,1,4,4,4,4,4,4,4,4,11
2199,4,4,4,4,6,4,0,4,4,4,4,4,4,4,4,11
2200,4,4,4,4,6,4,3,4,4,4,4,4,4,4,4,11
2201,4,4,4,4,6,4,2,4,4,4,4,4,4,4,4,11
2202,5,5,5,5,6,5,4,5,5,5,5,5,5,5,5,11
2203,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,11
2204,5,5,5,5,6,5,1,5,5,5,5,5,5,5,5,11
2205,5,5,5,5,6,5,0,5,5,5,5,5,5,5,5,11
2206,5,5,5,5,6,5,3,5,5,5,5,5,5,5,5,11
2207,5,5,5,5,6,5,2,5,5,5,5,5,5,5,5,11
2208,1,1,1,1,6,1,4,1,1,1,1,1,1,1,1,11
2209,1,1,1,1,6,1,5,1,1,1,1,1,1,1,1,11
2210,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,11
2211,1,1,1,1,6,1,0,1,1,1,1,1,1,1,1,11
2212,1,1,1,1,6,1,3,1,1,1,1,1,1,1,1,11
2213,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,11
2214,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,11
2215,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,11
2216,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,11
2217,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
2218,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,11
2219,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,11
2220,3,3,3,3,6,3,4,3,3,3,3,3,3,3,3,11
2221,3,3,3,3,6,3,5,3,3,3,3,3,3,3,3,11
2222,3,3,3,3,6,3,1,3,3,3,3,3,3,3,3,11
2223,3,3,3,3,6,3,0,3,3,3,3,3,3,3,3,11
2224,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,11
2225,3,3,3,3,6,3,2,3,3,3,3,3,3,3,3,11
2226,2,2,2,2,6,2,4,2,2,2,2,2,2,2,2,11
2227,2,2,2,2,6,2,5,2,2,2,2,2,2,2,2,11
2228,2,2,2,2,6,2,1,2,2,2,2,2,2,2,2,11
2229,2,2,2,2,6,2,0,2,2,2,2,2,2,2,2,11
2230,2,2,2,2,6,2,3,2,2,2,2,2,2,2,2,11
2231,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,11
2232,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,11
2233,4,4,4,4,6,4,4,5,4,4,4,4,4,4,4,11
2234,4,4,4,4,6,4,4,1,4,4,4,4,4,4,4,11
2235,4,4,4,4,6,4,4,0,4,4,4,4,4,4,4,11
2236,4,4,4,4,6,4,4,3,4,4,4,4,4,4,4,11
2237,4,4,4,4,6,4,4,2,4,4,4,4,4,4,4,11
2238,5,5,5,5,6,5,5,4,5,5,5,5,5,5,5,11
2239,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,11
2240,5,5,5,5,6,5,5,1,5,5,5,5,5,5,5,11
2241,5,5,5,5,6,5,5,0,5,5,5,5,5,5,5,11
2242,5,5,5,5,6,5,5,3,5,5,5,5,5,5,5,11
2243,5,5,5,5,6,5,5,2,5,5,5,5,5,5,5,11
2244,1,1,1,1,6,1,1,4,1,1,1,1,1,1,1,11
2245,1,1,1,1,6,1,1,5,1,1,1,1,1,1,1,11
2246,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,11
2247,1,1,1,1,6,1,1,0,1,1,1,1,1,1,1,11
2248,1,1,1,1,6,1,1,3,1,1,1,1,1,1,1,11
2249,1,1,1,1,6,1,1,2,1,1,1,1,1,1,1,11
2250,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,11
2251,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,11
2252,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,11
2253,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
2254,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,11
2255,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,11
2256,3,3,3,3,6,3,3,4,3,3,3,3,3,3,3,11
2257,3,3,3,3,6,3,3,5,3,3,3,3,3,3,3,11
2258,3,3,3,3,6,3,3,1,3,3,3,3,3,3,3,11
2259,3,3,3,3,6,3,3,0,3,3,3,3,3,3,3,11
2260,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,11
2261,3,3,3,3,6,3,3,2,3,3,3,3,3,3,3,11
2262,2,2,2,2,6,2,2,4,2,2,2,2,2,2,2,11
2263,2,2,2,2,6,2,2,5,2,2,2,2,2,2,2,11
2264,2,2,2,2,6,2,2,1,2,2,2,2,2,2,2,11
2265,2,2,2,2,6,2,2,0,2,2,2,2,2,2,2,11
2266,2,2,2,2,6,2,2,3,2,2,2,2,2,2,2,11
2267,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,11
2268,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,11
2269,4,4,4,4,6,4,4,4,5,4,4,4,4,4,4,11
2270,4,4,4,4,6,4,4,4,1,4,4,4,4,4,4,11
2271,4,4,4,4,6,4,4,4,0,4,4,4,4,4,4,11
2272,4,4,4,4,6,4,4,4,3,4,4,4,4,4,4,11
2273,4,4,4,4,6,4,4,4,2,4,4,4,4,4,4,11
2274,5,5,5,5,6,5,5,5,4,5,5,5,5,5,5,11
2275,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,11
2276,5,5,5,5,6,5,5,5,1,5,5,5,5,5,5,11
2277,5,5,5,5,6,5,5,5,0,5,5,5,5,5,5,11
2278,5,5,5,5,6,5,5,5,3,5,5,5,5,5,5,11
2279,5,5,5,5,6,5,5,5,2,5,5,5,5,5,5,11
2280,1,1,1,1,6,1,1,1,4,1,1,1,1,1,1,11
2281,1,1,1,1,6,1,1,1,5,1,1,1,1,1,1,11
2282,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,11
2283,1,1,1,1,6,1,1,1,0,1,1,1,1,1,1,11
2284,1,1,1,1,6,1,1,1,3,1,1,1,1,1,1,11
2285,1,1,1,1,6,1,1,1,2,1,1,1,1,1,1,11
2286,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,11
2287,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,11
2288,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,11
2289,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
2290,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,11
2291,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,11
2292,3,3,3,3,6,3,3,3,4,3,3,3,3,3,3,11
2293,3,3,3,3,6,3,3,3,5,3,3,3,3,3,3,11
2294,3,3,3,3,6,3,3,3,1,3,3,3,3,3,3,11
2295,3,3,3,3,6,3,3,3,0,3,3,3,3,3,3,11
2296,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,11
2297,3,3,3,3,6,3,3,3,2,3,3,3,3,3,3,11
2298,2,2,2,2,6,2,2,2,4,2,2,2,2,2,2,11
2299,2,2,2,2,6,2,2,2,5,2,2,2,2,2,2,11
2300,2,2,2,2,6,2,2,2,1,2,2,2,2,2,2,11
2301,2,2,2,2,6,2,2,2,0,2,2,2,2,2,2,11
2302,2,2,2,2,6,2,2,2,3,2,2,2,2,2,2,11
2303,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,11
2304,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,11
2305,4,4,4,4,6,4,4,4,4,5,4,4,4,4,4,11
2306,4,4,4,4,6,4,4,4,4,1,4,4,4,4,4,11
2307,4,4,4,4,6,4,4,4,4,0,4,4,4,4,4,11
2308,4,4,4,4,6,4,4,4,4,3,4,4,4,4,4,11
2309,4,4,4,4,6,4,4,4,4,2,4,4,4,4,4,11
2310,5,5,5,5,6,5,5,5,5,4,5,5,5,5,5,11
2311,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,11
2312,5,5,5,5,6,5,5,5,5,1,5,5,5,5,5,11
2313,5,5,5,5,6,5,5,5,5,0,5,5,5,5,5,11
2314,5,5,5,5,6,5,5,5,5,3,5,5,5,5,5,11
2315,5,5,5,5,6,5,5,5,5,2,5,5,5,5,5,11
2316,1,1,1,1,6,1,1,1,1,4,1,1,1,1,1,11
2317,1,1,1,1,6,1,1,1,1,5,1,1,1,1,1,11
2318,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,11
2319,1,1,1,1,6,1,1,1,1,0,1,1,1,1,1,11
2320,1,1,1,1,6,1,1,1,1,3,1,1,1,1,1,11
2321,1,1,1,1,6,1,1,1,1,2,1,1,1,1,1,11
2322,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,11
2323,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,11
2324,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,11
2325,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
2326,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,11
2327,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,11
2328,3,3,3,3,6,3,3,3,3,4,3,3,3,3,3,11
2329,3,3,3,3,6,3,3,3,3,5,3,3,3,3,3,11
2330,3,3,3,3,6,3,3,3,3,1,3,3,3,3,3,11
2331,3,3,3,3,6,3,3,3,3,0,3,3,3,3,3,11
2332,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,11
2333,3,3,3,3,6,3,3,3,3,2,3,3,3,3,3,11
2334,2,2,2,2,6,2,2,2,2,4,2,2,2,2,2,11
